model,max_tokens,max_input_tokens,max_output_tokens,input_cost_per_token,output_cost_per_token,litellm_provider,mode,supports_function_calling,supports_parallel_function_calling,supports_vision,source,output_vector_size,input_cost_per_pixel,output_cost_per_pixel,input_cost_per_second,output_cost_per_second,input_cost_per_character,supports_assistant_prefill,input_cost_per_token_cache_hit,supports_tool_choice,tool_use_system_prompt_tokens,output_cost_per_character,input_cost_per_image,input_cost_per_video_per_second,input_cost_per_audio_per_second,input_cost_per_token_above_128k_tokens,input_cost_per_character_above_128k_tokens,output_cost_per_token_above_128k_tokens,output_cost_per_character_above_128k_tokens,output_cost_per_image,output_cost_per_video_per_second,output_cost_per_audio_per_second,supports_system_messages,supports_response_schema,max_images_per_prompt,max_videos_per_prompt,max_video_length,max_audio_length_hours,max_audio_per_prompt,max_pdf_size_mb,cost_per_image,input_cost_per_token_batch_requests,input_cost_per_request
openrouter/meta-llama/llama-3-8b-instruct:extended,16384,,,0.0000002250,0.0000022500,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/meta-llama/llama-3-70b-instruct:nitro,8192,,,0.0000009000,0.0000009000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/meta-llama/llama-3-70b-instruct,8192,,,0.0000005900,0.0000007900,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/openai/gpt-4o,4096,128000,4096,0.0000050000,0.0000150000,openrouter,chat,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/openai/gpt-4o-2024-05-13,4096,128000,4096,0.0000050000,0.0000150000,openrouter,chat,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/openai/gpt-4-vision-preview,130000,,,0.0000100000,0.0000300000,openrouter,chat,True,,True,,,,,,,,,,,,,0.0144500000,,,,,,,,,,,,,,,,,,,,
openrouter/openai/gpt-3.5-turbo,4095,,,0.0000015000,0.0000020000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/openai/gpt-3.5-turbo-16k,16383,,,0.0000030000,0.0000040000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/openai/gpt-4,8192,,,0.0000300000,0.0000600000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/anthropic/claude-instant-v1,100000,,8191,0.0000016300,0.0000055100,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/anthropic/claude-2,100000,,8191,0.0000110200,0.0000326800,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/anthropic/claude-3-opus,4096,200000,4096,0.0000150000,0.0000750000,openrouter,chat,True,,True,,,,,,,,,,,395.0000000000,,,,,,,,,,,,,,,,,,,,,,
openrouter/google/palm-2-chat-bison,25804,,,0.0000005000,0.0000005000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/google/palm-2-codechat-bison,20070,,,0.0000005000,0.0000005000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/meta-llama/llama-2-13b-chat,4096,,,0.0000002000,0.0000002000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/meta-llama/llama-2-70b-chat,4096,,,0.0000015000,0.0000015000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/meta-llama/codellama-34b-instruct,8192,,,0.0000005000,0.0000005000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/nousresearch/nous-hermes-llama2-13b,4096,,,0.0000002000,0.0000002000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/mancer/weaver,8000,,,0.0000056250,0.0000056250,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/gryphe/mythomax-l2-13b,8192,,,0.0000018750,0.0000018750,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/jondurbin/airoboros-l2-70b-2.1,4096,,,0.0000138750,0.0000138750,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/undi95/remm-slerp-l2-13b,6144,,,0.0000018750,0.0000018750,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/pygmalionai/mythalion-13b,4096,,,0.0000018750,0.0000018750,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/mistralai/mistral-7b-instruct,8192,,,0.0000001300,0.0000001300,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openrouter/mistralai/mistral-7b-instruct:free,8192,,,0.0000000000,0.0000000000,openrouter,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2-ultra,8192,8192,8192,0.0000150000,0.0000150000,ai21,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2-mid,8192,8192,8192,0.0000100000,0.0000100000,ai21,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2-light,8192,8192,8192,0.0000030000,0.0000030000,ai21,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolphin,16384,16384,16384,0.0000005000,0.0000005000,nlp_cloud,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chatdolphin,16384,16384,16384,0.0000005000,0.0000005000,nlp_cloud,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luminous-base,2048,,,0.0000300000,0.0000330000,aleph_alpha,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luminous-base-control,2048,,,0.0000375000,0.0000412500,aleph_alpha,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luminous-extended,2048,,,0.0000450000,0.0000495000,aleph_alpha,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luminous-extended-control,2048,,,0.0000562500,0.0000618750,aleph_alpha,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luminous-supreme,2048,,,0.0001750000,0.0001925000,aleph_alpha,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luminous-supreme-control,2048,,,0.0002187500,0.0002406250,aleph_alpha,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai21.j2-mid-v1,8191,8191,8191,0.0000125000,0.0000125000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai21.j2-ultra-v1,8191,8191,8191,0.0000188000,0.0000188000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai21.jamba-instruct-v1:0,4096,70000,4096,0.0000005000,0.0000007000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
amazon.titan-text-lite-v1,4000,42000,4000,0.0000003000,0.0000004000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazon.titan-text-express-v1,8000,42000,8000,0.0000013000,0.0000017000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazon.titan-embed-text-v1,8192,8192,,0.0000001000,0.0000000000,bedrock,embedding,,,,,1536.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazon.titan-embed-text-v2:0,8192,8192,,0.0000002000,0.0000000000,bedrock,embedding,,,,,1024.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistral.mistral-7b-instruct-v0:2,8191,32000,8191,0.0000001500,0.0000002000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistral.mixtral-8x7b-instruct-v0:1,8191,32000,8191,0.0000004500,0.0000007000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistral.mistral-large-2402-v1:0,8191,32000,8191,0.0000080000,0.0000240000,bedrock,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mistral.mistral-large-2407-v1:0,8191,128000,8191,0.0000030000,0.0000090000,bedrock,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/mistral.mixtral-8x7b-instruct-v0:1,8191,32000,8191,0.0000004500,0.0000007000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/mistral.mixtral-8x7b-instruct-v0:1,8191,32000,8191,0.0000004500,0.0000007000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-west-3/mistral.mixtral-8x7b-instruct-v0:1,8191,32000,8191,0.0000005900,0.0000009100,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/mistral.mistral-7b-instruct-v0:2,8191,32000,8191,0.0000001500,0.0000002000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/mistral.mistral-7b-instruct-v0:2,8191,32000,8191,0.0000001500,0.0000002000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-west-3/mistral.mistral-7b-instruct-v0:2,8191,32000,8191,0.0000002000,0.0000002600,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/mistral.mistral-large-2402-v1:0,8191,32000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/mistral.mistral-large-2402-v1:0,8191,32000,8191,0.0000080000,0.0000240000,bedrock,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-west-3/mistral.mistral-large-2402-v1:0,8191,32000,8191,0.0000104000,0.0000312000,bedrock,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-3-sonnet-20240229-v1:0,4096,200000,4096,0.0000030000,0.0000150000,bedrock,chat,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-3-5-sonnet-20240620-v1:0,4096,200000,4096,0.0000030000,0.0000150000,bedrock,chat,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-3-haiku-20240307-v1:0,4096,200000,4096,0.0000002500,0.0000012500,bedrock,chat,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-3-opus-20240229-v1:0,4096,200000,4096,0.0000150000,0.0000750000,bedrock,chat,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-v1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/anthropic.claude-v1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/anthropic.claude-v1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/anthropic.claude-v1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0455000000,0.0455000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0252700000,0.0252700000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/anthropic.claude-v1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/1-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0415000000,0.0415000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/6-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0230500000,0.0230500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/1-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0175000000,0.0175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/6-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0097200000,0.0097200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/1-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0175000000,0.0175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/6-month-commitment/anthropic.claude-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0097200000,0.0097200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-v2,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/anthropic.claude-v2,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/anthropic.claude-v2,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/anthropic.claude-v2,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0455000000,0.0455000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0252700000,0.0252700000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/anthropic.claude-v2,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/1-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0415000000,0.0415000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/6-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0230500000,0.0230500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/1-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0175000000,0.0175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/6-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0097200000,0.0097200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/1-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0175000000,0.0175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/6-month-commitment/anthropic.claude-v2,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0097200000,0.0097200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-v2:1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/anthropic.claude-v2:1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/anthropic.claude-v2:1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/anthropic.claude-v2:1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0455000000,0.0455000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0252700000,0.0252700000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/anthropic.claude-v2:1,8191,100000,8191,0.0000080000,0.0000240000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/1-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0415000000,0.0415000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/6-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0230500000,0.0230500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/1-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0175000000,0.0175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/6-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0097200000,0.0097200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/1-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0175000000,0.0175000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/6-month-commitment/anthropic.claude-v2:1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0097200000,0.0097200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthropic.claude-instant-v1,8191,100000,8191,0.0000016300,0.0000055100,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/anthropic.claude-instant-v1,8191,100000,8191,0.0000008000,0.0000024000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0110000000,0.0110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-east-1/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0061100000,0.0061100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0110000000,0.0110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0061100000,0.0061100000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/us-west-2/anthropic.claude-instant-v1,8191,100000,8191,0.0000008000,0.0000024000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/anthropic.claude-instant-v1,8191,100000,8191,0.0000022300,0.0000075500,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0147500000,0.0147500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0081940000,0.0081940000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/anthropic.claude-instant-v1,8191,100000,8191,0.0000024800,0.0000083800,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/1-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0163500000,0.0163500000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/eu-central-1/6-month-commitment/anthropic.claude-instant-v1,8191,100000,8191,,,bedrock,chat,,,,,,,,0.0090830000,0.0090830000,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-text-v14,4096,4096,4096,0.0000015000,0.0000020000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/1-month-commitment/cohere.command-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0110000000,0.0110000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/6-month-commitment/cohere.command-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0066027000,0.0066027000,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-light-text-v14,4096,4096,4096,0.0000003000,0.0000006000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/1-month-commitment/cohere.command-light-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0019020000,0.0019020000,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedrock/*/6-month-commitment/cohere.command-light-text-v14,4096,4096,4096,,,bedrock,chat,,,,,,,,0.0011416000,0.0011416000,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-r-plus-v1:0,4096,128000,4096,0.0000030000,0.0000150000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.command-r-v1:0,4096,128000,4096,0.0000005000,0.0000015000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.embed-english-v3,512,512,,0.0000001000,0.0000000000,bedrock,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohere.embed-multilingual-v3,512,512,,0.0000001000,0.0000000000,bedrock,embedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama2-13b-chat-v1,4096,4096,4096,0.0000007500,0.0000010000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama2-70b-chat-v1,4096,4096,4096,0.0000019500,0.0000025600,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-8b-instruct-v1:0,8192,8192,8192,0.0000004000,0.0000006000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-70b-instruct-v1:0,8192,8192,8192,0.0000026500,0.0000035000,bedrock,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-1-8b-instruct-v1:0,128000,128000,2048,0.0000004000,0.0000006000,bedrock,chat,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-1-70b-instruct-v1:0,128000,128000,2048,0.0000026500,0.0000035000,bedrock,chat,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
meta.llama3-1-405b-instruct-v1:0,128000,128000,4096,0.0000053200,0.0000160000,bedrock,chat,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
512-x-512/50-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0180000000,,,,,,,,,,,,,
512-x-512/max-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0360000000,,,,,,,,,,,,,
max-x-max/50-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0360000000,,,,,,,,,,,,,
max-x-max/max-steps/stability.stable-diffusion-xl-v0,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0720000000,,,,,,,,,,,,,
1024-x-1024/50-steps/stability.stable-diffusion-xl-v1,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0400000000,,,,,,,,,,,,,
1024-x-1024/max-steps/stability.stable-diffusion-xl-v1,77,77,,,,bedrock,image_generation,,,,,,,,,,,,,,,,,,,,,,,0.0800000000,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-7b,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-7b-f,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-13b,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-13b-f,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-70b,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagemaker/meta-textgeneration-llama-2-70b-b-f,4096,4096,4096,0.0000000000,0.0000000000,sagemaker,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-up-to-4b,,,,0.0000001000,0.0000001000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-4.1b-8b,,,,0.0000002000,0.0000002000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-8.1b-21b,1000,,,0.0000003000,0.0000003000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-21.1b-41b,,,,0.0000008000,0.0000008000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-41.1b-80b,,,,0.0000009000,0.0000009000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together-ai-81.1b-110b,,,,0.0000018000,0.0000018000,together_ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1,,,,0.0000006000,0.0000006000,together_ai,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together_ai/mistralai/Mistral-7B-Instruct-v0.1,,,,,,together_ai,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
together_ai/togethercomputer/CodeLlama-34b-Instruct,,,,,,together_ai,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/codegemma,8192,8192,8192,0.0000000000,0.0000000000,ollama,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/codegeex4,32768,32768,8192,0.0000000000,0.0000000000,ollama,chat,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ollama/deepseek-coder-v2-instruct,32768,32768,8192,0.0000000000,0.0000000000,ollama,chat,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
