"_time",logons,"sma5_logons",isAnomaly
"1535248800.0","23.8","31.26",Normal
"1535249100.0","9.3","25.52",Normal
"1535249400.0","11.2","20.16",Normal
"1535249700.0","31.9","22.94",Normal
"1535250000.0","48.6","24.96",Normal
"1535250300.0","8.1","21.82",Normal
"1535250600.0","43.5","28.66",Normal
"1535250900.0","27.0","31.82",Normal
"1535251200.0","25.0","30.44",Normal
"1535251500.0","25.0","25.72",Normal
"1535251800.0","25.0","29.1",Normal
"1535252100.0","25.0","25.4",Normal
"1535252400.0","23.0","24.6",Normal
"1535252700.0","23.0","24.2",Normal
"1535253000.0","23.0","23.8",Normal
"1535253300.0","20.7","22.94",Normal
"1535253600.0","21.6","22.26",Normal
"1535253900.0","7.2","19.1",Normal
"1535254200.0","29.9","20.48",Normal
"1535254500.0","19.2","19.72",Normal
"1535254800.0","22.0","19.98",Normal
"1535255100.0","22.0","20.06",Normal
"1535255400.0","39.6","26.54",Normal
"1535255700.0","41.4","28.84",Normal
"1535256000.0","23.0","29.6",Normal
"1535256300.0","21.0","29.4",Normal
"1535256600.0","20.0","29.0",Normal
"1535256900.0","19.0","24.88",Normal
"1535257200.0","19.0","20.4",Normal
"1535257500.0","20.0","19.8",Normal
"1535257800.0","20.0","19.6",Normal
"1535258100.0","20.0","19.6",Normal
"1535258400.0","21.0","20.0",Normal
"1535258700.0","21.0","20.4",Normal
"1535259000.0","21.0","20.6",Normal
"1535259300.0","37.8","24.16",Normal
"1535259600.0","10.0","22.16",Normal
"1535259900.0","22.8","22.52",Normal
"1535260200.0","28.5","24.02",Normal
"1535260500.0","26.6","25.14",Normal
"1535260800.0","18.0","21.18",Normal
"1535261100.0","19.8","23.14",Normal
"1535261400.0","25.2","23.62",Normal
"1535261700.0","20.4","22.0",Normal
"1535262000.0","16.0","19.88",Normal
"1535262300.0","16.0","19.48",Normal
"1535262600.0","15.0","18.52",Normal
"1535262900.0","16.0","16.68",Normal
"1535263200.0","15.0","15.6",Normal
"1535263500.0","15.0","15.4",Normal
"1535263800.0","15.0","15.2",Normal
"1535264100.0","13.0","14.8",Normal
"1535264400.0","19.5","15.5",Normal
"1535264700.0","23.4","17.18",Normal
"1535265000.0","15.6","17.3",Normal
"1535265300.0","13.2","16.94",Normal
"1535265600.0","7.0","15.74",Normal
"1535265900.0","7.7","13.38",Normal
"1535266200.0","18.0","12.3",Normal
"1535266500.0","8.4","10.86",Normal
"1535266800.0","12.0","10.62",Normal
"1535267100.0","12.0","11.62",Normal
"1535267400.0","12.0","12.48",Normal
"1535267700.0","12.0","11.28",Normal
"1535268000.0","12.0","12.0",Normal
"1535268300.0","11.0","11.8",Normal
"1535268600.0","11.0","11.6",Normal
"1535268900.0","12.0","11.6",Normal
"1535269200.0","12.0","11.6",Normal
"1535269500.0","12.0","11.6",Normal
"1535269800.0","12.0","11.8",Normal
"1535270100.0","12.0","12.0",Normal
"1535270400.0","13.0","12.2",Normal
"1535270700.0","13.0","12.4",Normal
"1535271000.0","12.0","12.4",Normal
"1535271300.0","13.0","12.6",Normal
"1535271600.0","13.0","12.8",Normal
"1535271900.0","13.0","12.8",Normal
"1535272200.0","16.8","13.56",Normal
"1535272500.0","2.4","11.64",Normal
"1535272800.0","5.5","10.14",Normal
"1535273100.0","18.0","11.14",Normal
"1535273400.0","3.0","9.14",Normal
"1535273700.0","10.0","7.78",Normal
"1535274000.0","9.0","9.1",Normal
"1535274300.0","9.0","9.8",Normal
"1535274600.0","11.0","8.4",Normal
"1535274900.0","11.0","10.0",Normal
"1535275200.0","11.0","10.2",Normal
"1535275500.0","11.0","10.6",Normal
"1535275800.0","11.0","11.0",Normal
"1535276100.0","11.0","11.0",Normal
"1535276400.0","11.0","11.0",Normal
"1535276700.0","12.0","11.2",Normal
"1535277000.0","10.0","11.0",Normal
"1535277300.0","11.0","11.0",Normal
"1535277600.0","11.0","11.0",Normal
"1535277900.0","12.0","11.2",Normal
"1535278200.0","13.0","11.4",Normal
"1535278500.0","14.0","12.2",Normal
"1535278800.0","14.0","12.8",Normal
"1535279100.0","14.0","13.4",Normal
"1535279400.0","15.0","14.0",Normal
"1535279700.0","15.0","14.4",Normal
"1535280000.0","15.0","14.6",Normal
"1535280300.0","15.0","14.8",Normal
"1535280600.0","14.0","14.8",Normal
"1535280900.0","14.0","14.6",Normal
"1535281200.0","12.0","14.0",Normal
"1535281500.0","12.0","13.4",Normal
"1535281800.0","11.0","12.6",Normal
"1535282100.0","11.0","12.0",Normal
"1535282400.0","11.0","11.4",Normal
"1535282700.0","11.0","11.2",Normal
"1535283000.0","11.0","11.0",Normal
"1535283300.0","11.0","11.0",Normal
"1535283600.0","11.0","11.0",Normal
"1535283900.0","11.0","11.0",Normal
"1535284200.0","10.0","10.8",Normal
"1535284500.0","10.0","10.6",Normal
"1535284800.0","10.0","10.4",Normal
"1535285100.0","10.0","10.2",Normal
"1535285400.0","11.0","10.2",Normal
"1535285700.0","10.0","10.2",Normal
"1535286000.0","11.0","10.4",Normal
"1535286300.0","11.0","10.6",Normal
"1535286600.0","12.0","11.0",Normal
"1535286900.0","14.0","11.6",Normal
"1535287200.0","14.0","12.4",Normal
"1535287500.0","16.0","13.4",Normal
"1535287800.0","16.0","14.4",Normal
"1535288100.0","18.0","15.6",Normal
"1535288400.0","17.0","16.2",Normal
"1535288700.0","17.0","16.8",Normal
"1535289000.0","18.0","17.2",Normal
"1535289300.0","17.0","17.4",Normal
"1535289600.0","18.0","17.4",Normal
"1535289900.0","19.0","17.8",Normal
"1535290200.0","19.0","18.2",Normal
"1535290500.0","21.0","18.8",Normal
"1535290800.0","20.0","19.4",Normal
"1535291100.0","21.0","20.0",Normal
"1535291400.0","21.0","20.4",Normal
"1535291700.0","22.0","21.0",Normal
"1535292000.0","22.0","21.2",Normal
"1535292300.0","23.0","21.8",Normal
"1535292600.0","23.0","22.2",Normal
"1535292900.0","23.0","22.6",Normal
"1535293200.0","22.0","22.6",Normal
"1535293500.0","20.0","22.2",Normal
"1535293800.0","19.0","21.4",Normal
"1535294100.0","19.0","20.6",Normal
"1535294400.0","19.0","19.8",Normal
"1535294700.0","22.0","19.8",Normal
"1535295000.0","23.0","20.4",Normal
"1535295300.0","21.0","20.8",Normal
"1535295600.0","23.0","21.6",Normal
"1535295900.0","24.0","22.6",Normal
"1535296200.0","23.0","22.8",Normal
"1535296500.0","23.0","22.8",Normal
"1535296800.0","23.0","23.2",Normal
"1535297100.0","25.0","23.6",Normal
"1535297400.0","24.0","23.6",Normal
"1535297700.0","26.0","24.2",Normal
"1535298000.0","26.0","24.8",Normal
"1535298300.0","26.0","25.4",Normal
"1535298600.0","26.0","25.6",Normal
"1535298900.0","26.0","26.0",Normal
"1535299200.0","27.0","26.2",Normal
"1535299500.0","30.0","27.0",Normal
"1535299800.0","35.0","28.8",Normal
"1535300100.0","39.0","31.4",Normal
"1535300400.0","42.0","34.6",Normal
"1535300700.0","43.0","37.8",Normal
"1535301000.0","44.0","40.6",Normal
"1535301300.0","45.0","42.6",Normal
"1535301600.0","48.0","44.4",Normal
"1535301900.0","48.0","45.6",Normal
"1535302200.0","51.0","47.2",Normal
"1535302500.0","51.0","48.6",Normal
"1535302800.0","54.0","50.4",Normal
"1535303100.0","56.0","52.0",Normal
"1535303400.0","57.0","53.8",Normal
"1535303700.0","57.0","55.0",Normal
"1535304000.0","57.0","56.2",Normal
"1535304300.0","58.0","57.0",Normal
"1535304600.0","57.0","57.2",Normal
"1535304900.0","60.0","57.8",Normal
"1535305200.0","62.0","58.8",Normal
"1535305500.0","67.0","60.8",Normal
"1535305800.0","68.0","62.8",Normal
"1535306100.0","66.0","64.6",Normal
"1535306400.0","68.0","66.2",Normal
"1535306700.0","66.0","67.0",Normal
"1535307000.0","70.0","67.6",Normal
"1535307300.0","70.0","68.0",Normal
"1535307600.0","71.0","69.0",Normal
"1535307900.0","69.0","69.2",Normal
"1535308200.0","70.0","70.0",Normal
"1535308500.0","69.0","69.8",Normal
"1535308800.0","72.0","70.2",Normal
"1535309100.0","72.0","70.4",Normal
"1535309400.0","74.0","71.4",Normal
"1535309700.0","74.0","72.2",Normal
"1535310000.0","78.0","74.0",Normal
"1535310300.0","80.0","75.6",Normal
"1535310600.0","78.0","76.8",Normal
"1535310900.0","82.0","78.4",Normal
"1535311200.0","85.0","80.6",Normal
"1535311500.0","83.0","81.6",Normal
"1535311800.0","81.0","81.8",Normal
"1535312100.0","81.0","82.4",Normal
"1535312400.0","83.0","82.6",Normal
"1535312700.0","80.0","81.6",Normal
"1535313000.0","79.0","80.8",Normal
"1535313300.0","75.0","79.6",Normal
"1535313600.0","76.0","78.6",Normal
"1535313900.0","78.0","77.6",Normal
"1535314200.0","79.0","77.4",Normal
"1535314500.0","78.0","77.2",Normal
"1535314800.0","79.0","78.0",Normal
"1535315100.0","75.0","77.8",Normal
"1535315400.0","72.0","76.6",Normal
"1535315700.0","70.0","74.8",Normal
"1535316000.0","72.0","73.6",Normal
"1535316300.0","68.0","71.4",Normal
"1535316600.0","67.0","69.8",Normal
"1535316900.0","71.0","69.6",Normal
"1535317200.0","70.0","69.6",Normal
"1535317500.0","64.0","68.0",Normal
"1535317800.0","66.0","67.6",Normal
"1535318100.0","65.0","67.2",Normal
"1535318400.0","63.0","65.6",Normal
"1535318700.0","61.0","63.8",Normal
"1535319000.0","62.0","63.4",Normal
"1535319300.0","60.0","62.2",Normal
"1535319600.0","61.0","61.4",Normal
"1535319900.0","62.0","61.2",Normal
"1535320200.0","60.0","61.0",Normal
"1535320500.0","109.8","70.56",Normal
"1535320800.0","67.1","71.98",Normal
"1535321100.0","103.7","80.52",Normal
"1535321400.0","63.0","80.72",Normal
"1535321700.0","108.8","90.48",Normal
"1535322000.0","66.0","81.72",Normal
"1535322300.0","79.2","84.14",Normal
"1535322600.0","19.5","67.3",Normal
"1535322900.0","51.2","64.94",Normal
"1535323200.0","61.0","55.38",Normal
"1535323500.0","61.0","54.38",Normal
"1535323800.0","64.0","51.34",Normal
"1535324100.0","64.0","60.24",Normal
"1535324400.0","61.0","62.2",Normal
"1535324700.0","62.0","62.4",Normal
"1535325000.0","110.5","72.3",Normal
"1535325300.0","110.5","81.6",Normal
"1535325600.0","102.0","89.2",Normal
"1535325900.0","84.0","93.8",Normal
"1535326200.0","33.0","88.0",Normal
"1535326500.0","59.4","77.78",Normal
"1535326800.0","26.8","61.04",Normal
"1535327100.0","78.0","56.24",Normal
"1535327400.0","108.8","61.2",Normal
"1535327700.0","70.0","68.6",Normal
"1535328000.0","13.2","59.36",Normal
"1535328300.0","64.0","66.8",Normal
"1535328600.0","30.5","57.3",Normal
"1535328900.0","62.0","47.94",Normal
"1535329200.0","108.0","55.54",Normal
"1535329500.0","18.3","56.56",Normal
"1535329800.0","36.6","51.08",Normal
"1535330100.0","53.1","55.6",Normal
"1535330400.0","88.0","60.8",Normal
"1535330700.0","68.4","52.88",Normal
"1535331000.0","56.0","60.42",Normal
"1535331300.0","79.5","69.0",Normal
"1535331600.0","35.0","65.38",Normal
"1535331900.0","48.0","57.38",Normal
"1535332200.0","46.0","52.9",Normal
"1535332500.0","46.0","50.9",Normal
"1535332800.0","46.0","44.2",Normal
"1535333100.0","44.0","46.0",Normal
"1535333400.0","44.0","45.2",Normal
"1535333700.0","39.0","43.8",Normal
"1535334000.0","37.0","42.0",Normal
"1535334300.0","35.0","39.8",Normal
"1535334600.0","37.0","38.4",Normal
"1535334900.0","39.0","37.4",Normal
"1535335200.0","39.0","37.4",Normal
"1535335500.0","39.0","37.8",Normal
"1535335800.0","39.0","38.6",Normal
"1535336100.0","38.0","38.8",Normal
"1535336400.0","40.0","39.0",Normal
"1535336700.0","40.0","39.2",Normal
"1535337000.0","36.0","38.6",Normal
"1535337300.0","28.8","36.56",Normal
"1535337600.0","38.5","36.66",Normal
"1535337900.0","63.0","41.26",Normal
"1535338200.0","31.5","39.56",Normal
"1535338500.0","35.0","39.36",Normal
"1535338800.0","17.0","37.0",Normal
"1535339100.0","36.3","36.56",Normal
"1535339400.0","35.2","31.0",Normal
"1535339700.0","32.0","31.1",Normal
"1535340000.0","32.0","30.5",Normal
"1535340300.0","32.0","33.5",Normal
"1535340600.0","33.0","32.84",Normal
"1535340900.0","32.0","32.2",Normal
"1535341200.0","29.0","31.6",Normal
"1535341500.0","29.0","31.0",Normal
"1535341800.0","30.0","30.6",Normal
"1535342100.0","28.0","29.6",Normal
"1535342400.0","26.0","28.4",Normal
"1535342700.0","24.0","27.4",Normal
"1535343000.0","25.0","26.6",Normal
"1535343300.0","25.0","25.6",Normal
"1535343600.0","25.0","25.0",Normal
"1535343900.0","24.0","24.6",Normal
"1535344200.0","25.0","24.8",Normal
"1535344500.0","25.0","24.8",Normal
"1535344800.0","23.0","24.4",Normal
"1535345100.0","23.0","24.0",Normal
"1535345400.0","22.0","23.6",Normal
"1535345700.0","20.0","22.6",Normal
"1535346000.0","20.0","21.6",Normal
"1535346300.0","21.0","21.2",Normal
"1535346600.0","20.0","20.6",Normal
"1535346900.0","19.0","20.0",Normal
"1535347200.0","18.0","19.6",Normal
"1535347500.0","20.0","19.6",Normal
"1535347800.0","18.0","19.0",Normal
"1535348100.0","17.0","18.4",Normal
"1535348400.0","16.0","17.8",Normal
"1535348700.0","17.0","17.6",Normal
"1535349000.0","19.2","17.44",Normal
"1535349300.0","22.4","18.32",Normal
"1535349600.0","14.0","17.72",Normal
"1535349900.0","4.2","15.36",Normal
"1535350200.0","15.4","15.04",Normal
"1535350500.0","16.9","14.58",Normal
"1535350800.0","12.0","12.5",Normal
"1535351100.0","19.5","13.6",Normal
"1535351400.0","14.0","15.56",Normal
"1535351700.0","13.0","15.08",Normal
"1535352000.0","14.0","14.5",Normal
"1535352300.0","14.0","14.9",Normal
"1535352600.0","13.0","13.6",Normal
"1535352900.0","12.0","13.2",Normal
"1535353200.0","13.0","13.2",Normal
"1535353500.0","13.0","13.0",Normal
"1535353800.0","18.2","13.84",Normal
"1535354100.0","12.0","13.64",Normal
"1535354400.0","17.6","14.76",Normal
"1535354700.0","13.6","14.88",Normal
"1535355000.0","17.0","15.68",Normal
"1535355300.0","10.2","14.08",Normal
"1535355600.0","11.9","14.06",Normal
"1535355900.0","18.0","14.14",Normal
"1535356200.0","9.0","13.22",Normal
"1535356500.0","18.0","13.42",Normal
"1535356800.0","19.0","15.18",Normal
"1535357100.0","18.0","16.4",Normal
"1535357400.0","18.0","16.4",Normal
"1535357700.0","18.0","18.2",Normal
"1535358000.0","18.0","18.2",Normal
"1535358300.0","18.0","18.0",Normal
"1535358600.0","18.0","18.0",Normal
"1535358900.0","19.0","18.2",Normal
"1535359200.0","20.0","18.6",Normal
"1535359500.0","20.0","19.0",Normal
"1535359800.0","20.0","19.4",Normal
"1535360100.0","19.0","19.6",Normal
"1535360400.0","18.0","19.4",Normal
"1535360700.0","18.0","19.0",Normal
"1535361000.0","18.0","18.6",Normal
"1535361300.0","18.0","18.2",Normal
"1535361600.0","17.0","17.8",Normal
"1535361900.0","17.0","17.6",Normal
"1535362200.0","18.0","17.6",Normal
"1535362500.0","17.0","17.4",AnomalyType1
"1535362800.0","17.0","17.2",AnomalyType1
"1535363100.0","17.0","17.2",AnomalyType1
"1535363400.0","17.0","17.2",AnomalyType1
"1535363700.0","16.0","16.8",Normal
"1535364000.0","15.0","16.4",Normal
"1535364300.0","15.0","16.0",Normal
"1535364600.0","14.0","15.4",Normal
"1535364900.0","14.0","14.8",Normal
"1535365200.0","14.0","14.4",Normal
"1535365500.0","13.0","14.0",Normal
"1535365800.0","13.0","13.6",Normal
"1535366100.0","13.0","13.4",Normal
"1535366400.0","14.0","13.4",Normal
"1535366700.0","14.0","13.4",Normal
"1535367000.0","14.0","13.6",Normal
"1535367300.0","15.0","14.0",Normal
"1535367600.0","15.0","14.4",Normal
"1535367900.0","17.0","15.0",Normal
"1535368200.0","16.0","15.4",Normal
"1535368500.0","16.0","15.8",Normal
"1535368800.0","17.0","16.2",Normal
"1535369100.0","16.0","16.4",Normal
"1535369400.0","14.0","15.8",Normal
"1535369700.0","15.0","15.6",Normal
"1535370000.0","17.0","15.8",Normal
"1535370300.0","17.0","15.8",Normal
"1535370600.0","19.0","16.4",Normal
"1535370900.0","19.0","17.4",Normal
"1535371200.0","20.0","18.4",Normal
"1535371500.0","21.0","19.2",Normal
"1535371800.0","22.0","20.2",Normal
"1535372100.0","25.0","21.4",Normal
"1535372400.0","27.0","23.0",Normal
"1535372700.0","28.0","24.6",Normal
"1535373000.0","28.0","26.0",Normal
"1535373300.0","27.0","27.0",Normal
"1535373600.0","28.0","27.6",Normal
"1535373900.0","28.0","27.8",Normal
"1535374200.0","32.0","28.6",Normal
"1535374500.0","34.0","29.8",Normal
"1535374800.0","33.0","31.0",Normal
"1535375100.0","35.0","32.4",Normal
"1535375400.0","38.0","34.4",Normal
"1535375700.0","41.0","36.2",Normal
"1535376000.0","45.0","38.4",Normal
"1535376300.0","44.0","40.6",Normal
"1535376600.0","45.0","42.6",Normal
"1535376900.0","45.0","44.0",Normal
"1535377200.0","48.0","45.4",Normal
"1535377500.0","46.0","45.6",Normal
"1535377800.0","48.0","46.4",Normal
"1535378100.0","50.0","47.4",Normal
"1535378400.0","51.0","48.6",Normal
"1535378700.0","50.0","49.0",Normal
"1535379000.0","49.0","49.6",Normal
"1535379300.0","52.0","50.4",Normal
"1535379600.0","51.0","50.6",Normal
"1535379900.0","53.0","51.0",Normal
"1535380200.0","54.0","51.8",Normal
"1535380500.0","51.0","52.2",Normal
"1535380800.0","53.0","52.4",Normal
"1535381100.0","56.0","53.4",Normal
"1535381400.0","54.0","53.6",Normal
"1535381700.0","53.0","53.4",Normal
"1535382000.0","52.0","53.6",Normal
"1535382300.0","50.0","53.0",Normal
"1535382600.0","51.0","52.0",Normal
"1535382900.0","54.0","52.0",Normal
"1535383200.0","53.0","52.0",Normal
"1535383500.0","53.0","52.2",Normal
"1535383800.0","54.0","53.0",Normal
"1535384100.0","52.0","53.2",Normal
"1535384400.0","53.0","53.0",Normal
"1535384700.0","50.0","52.4",Normal
"1535385000.0","85.0","58.8",Normal
"1535385300.0","91.8","66.36",Normal
"1535385600.0","102.6","76.48",Normal
"1535385900.0","65.0","78.88",Normal
"1535386200.0","38.4","76.56",Normal
"1535386500.0","64.0","72.36",Normal
"1535386800.0","102.2","74.44",Normal
"1535387100.0","51.8","64.28",Normal
"1535387400.0","39.0","59.08",Normal
"1535387700.0","85.0","68.4",Normal
"1535388000.0","88.0","73.2",Normal
"1535388300.0","88.0","70.36",Normal
"1535388600.0","92.0","78.4",Normal
"1535388900.0","96.0","89.8",Normal
"1535389200.0","95.0","91.8",Normal
"1535389500.0","99.0","94.0",Normal
"1535389800.0","97.0","95.8",Normal
"1535390100.0","108.0","99.0",Normal
"1535390400.0","114.0","102.6",Normal
"1535390700.0","114.0","106.4",Normal
"1535391000.0","115.0","109.6",Normal
"1535391300.0","117.0","113.6",Normal
"1535391600.0","121.0","116.2",Normal
"1535391900.0","119.0","117.2",Normal
"1535392200.0","114.0","117.2",Normal
"1535392500.0","117.0","117.6",Normal
"1535392800.0","130.0","120.2",Normal
"1535393100.0","128.0","121.6",Normal
"1535393400.0","124.0","122.6",Normal
"1535393700.0","126.0","125.0",Normal
"1535394000.0","127.0","127.0",Normal
"1535394300.0","126.0","126.2",Normal
"1535394600.0","133.0","127.2",Normal
"1535394900.0","131.0","128.6",Normal
"1535395200.0","129.0","129.2",Normal
"1535395500.0","128.0","129.4",Normal
"1535395800.0","127.0","129.6",Normal
"1535396100.0","133.0","129.6",Normal
"1535396400.0","131.0","129.6",Normal
"1535396700.0","126.0","129.0",Normal
"1535397000.0","131.0","129.6",Normal
"1535397300.0","133.0","130.8",Normal
"1535397600.0","138.0","131.8",Normal
"1535397900.0","139.0","133.4",Normal
"1535398200.0","137.0","135.6",Normal
"1535398500.0","138.0","137.0",Normal
"1535398800.0","142.0","138.8",Normal
"1535399100.0","132.0","137.6",Normal
"1535399400.0","126.0","135.0",Normal
"1535399700.0","124.0","132.4",Normal
"1535400000.0","116.0","128.0",Normal
"1535400300.0","116.0","122.8",Normal
"1535400600.0","123.0","121.0",Normal
"1535400900.0","121.0","120.0",Normal
"1535401200.0","121.0","119.4",Normal
"1535401500.0","121.0","120.4",Normal
"1535401800.0","122.0","121.6",Normal
"1535402100.0","121.0","121.2",Normal
"1535402400.0","117.0","120.4",Normal
"1535402700.0","116.0","119.4",Normal
"1535403000.0","123.0","119.8",Normal
"1535403300.0","120.0","119.4",Normal
"1535403600.0","121.0","119.4",Normal
"1535403900.0","116.0","119.2",Normal
"1535404200.0","117.0","119.4",Normal
"1535404500.0","115.0","117.8",Normal
"1535404800.0","115.0","116.8",Normal
"1535405100.0","107.0","114.0",Normal
"1535405400.0","104.0","111.6",Normal
"1535405700.0","109.0","110.0",Normal
"1535406000.0","111.0","109.2",Normal
"1535406300.0","116.0","109.4",Normal
"1535406600.0","112.0","110.4",Normal
"1535406900.0","102.0","110.0",Normal
"1535407200.0","105.0","109.2",Normal
"1535407500.0","112.0","109.4",Normal
"1535407800.0","156.8","117.56",Normal
"1535408100.0","188.8","132.92",Normal
"1535408400.0","63.5","125.22",Normal
"1535408700.0","38.1","111.84",Normal
"1535409000.0","24.8","94.4",Normal
"1535409300.0","193.6","101.76",Normal
"1535409600.0","158.6","95.72",Normal
"1535409900.0","215.9","126.2",Normal
"1535410200.0","226.1","163.8",Normal
"1535410500.0","144.0","187.64",Normal
"1535410800.0","146.0","178.12",Normal
"1535411100.0","145.0","175.4",Normal
"1535411400.0","151.0","162.42",Normal
"1535411700.0","150.0","147.2",Normal
"1535412000.0","145.0","147.4",Normal
"1535412300.0","146.0","147.4",Normal
"1535412600.0","143.0","147.0",Normal
"1535412900.0","141.0","145.0",Normal
"1535413200.0","146.0","144.2",Normal
"1535413500.0","142.0","143.6",Normal
"1535413800.0","133.0","141.0",Normal
"1535414100.0","132.0","138.8",Normal
"1535414400.0","132.0","137.0",Normal
"1535414700.0","130.0","133.8",Normal
"1535415000.0","128.0","131.0",Normal
"1535415300.0","124.0","129.2",Normal
"1535415600.0","127.0","128.2",Normal
"1535415900.0","131.0","128.0",Normal
"1535416200.0","123.0","126.6",Normal
"1535416500.0","120.0","125.0",Normal
"1535416800.0","110.0","122.2",Normal
"1535417100.0","110.0","118.8",Normal
"1535417400.0","112.0","115.0",Normal
"1535417700.0","114.0","113.2",Normal
"1535418000.0","114.0","112.0",Normal
"1535418300.0","117.0","113.4",Normal
"1535418600.0","113.0","114.0",Normal
"1535418900.0","22.8","96.16",Normal
"1535419200.0","103.5","94.06",Normal
"1535419500.0","102.6","91.78",Normal
"1535419800.0","203.4","109.06",Normal
"1535420100.0","56.0","97.66",Normal
"1535420400.0","109.0","114.9",Normal
"1535420700.0","147.0","123.6",Normal
"1535421000.0","78.4","118.76",Normal
"1535421300.0","101.0","98.28",Normal
"1535421600.0","101.0","107.28",Normal
"1535421900.0","96.0","104.68",Normal
"1535422200.0","89.0","93.08",Normal
"1535422500.0","90.0","95.4",Normal
"1535422800.0","85.0","92.2",Normal
"1535423100.0","80.0","88.0",Normal
"1535423400.0","72.0","83.2",Normal
"1535423700.0","69.0","79.2",Normal
"1535424000.0","60.0","73.2",Normal
"1535424300.0","62.0","68.6",Normal
"1535424600.0","63.0","65.2",Normal
"1535424900.0","105.6","71.92",Normal
"1535425200.0","97.5","77.62",Normal
"1535425500.0","74.4","80.5",Normal
"1535425800.0","58.0","79.7",Normal
"1535426100.0","50.4","77.18",Normal
"1535426400.0","17.4","59.54",Normal
"1535426700.0","91.2","58.28",Normal
"1535427000.0","15.9","46.58",Normal
"1535427300.0","67.6","48.5",Normal
"1535427600.0","51.0","48.62",Normal
"1535427900.0","49.0","54.94",Normal
"1535428200.0","48.0","46.3",Normal
"1535428500.0","49.0","52.92",Normal
"1535428800.0","48.0","49.0",Normal
"1535429100.0","47.0","48.2",Normal
"1535429400.0","45.0","47.4",Normal
"1535429700.0","47.0","47.2",Normal
"1535430000.0","48.0","47.0",Normal
"1535430300.0","49.0","47.2",Normal
"1535430600.0","46.0","47.0",Normal
"1535430900.0","44.0","46.8",Normal
"1535431200.0","41.0","45.6",Normal
"1535431500.0","40.0","44.0",Normal
"1535431800.0","40.0","42.2",Normal
"1535432100.0","41.0","41.2",Normal
"1535432400.0","40.0","40.4",Normal
"1535432700.0","38.0","39.8",Normal
"1535433000.0","39.0","39.6",Normal
"1535433300.0","39.0","39.4",Normal
"1535433600.0","37.0","38.6",Normal
"1535433900.0","34.0","37.4",Normal
"1535434200.0","33.0","36.4",Normal
"1535434500.0","30.0","34.6",Normal
"1535434800.0","28.0","32.4",Normal
"1535435100.0","26.0","30.2",Normal
"1535435400.0","24.0","28.2",Normal
"1535435700.0","24.0","26.4",Normal
"1535436000.0","22.0","24.8",Normal
"1535436300.0","20.0","23.2",Normal
"1535436600.0","21.0","22.2",Normal
"1535436900.0","20.0","21.4",Normal
"1535437200.0","17.0","20.0",Normal
"1535437500.0","15.0","18.6",Normal
"1535437800.0","15.0","17.6",Normal
"1535438100.0","15.0","16.4",Normal
"1535438400.0","14.0","15.2",Normal
"1535438700.0","14.0","14.6",Normal
"1535439000.0","14.0","14.4",Normal
"1535439300.0","13.0","14.0",Normal
"1535439600.0","13.0","13.6",Normal
"1535439900.0","14.0","13.6",Normal
"1535440200.0","15.0","13.8",Normal
"1535440500.0","15.0","14.0",Normal
"1535440800.0","14.0","14.2",Normal
"1535441100.0","14.0","14.4",Normal
"1535441400.0","15.0","14.6",Normal
"1535441700.0","14.0","14.4",Normal
"1535442000.0","14.0","14.2",Normal
"1535442300.0","16.0","14.6",Normal
"1535442600.0","15.0","14.8",Normal
"1535442900.0","15.0","14.8",Normal
"1535443200.0","16.0","15.2",Normal
"1535443500.0","17.0","15.8",Normal
"1535443800.0","19.0","16.4",Normal
"1535444100.0","18.0","17.0",Normal
"1535444400.0","18.0","17.6",Normal
"1535444700.0","18.0","18.0",Normal
"1535445000.0","18.0","18.2",Normal
"1535445300.0","18.0","18.0",Normal
"1535445600.0","18.0","18.0",Normal
"1535445900.0","18.0","18.0",Normal
"1535446200.0","18.0","18.0",Normal
"1535446500.0","19.0","18.2",Normal
"1535446800.0","19.0","18.4",Normal
"1535447100.0","19.0","18.6",Normal
"1535447400.0","18.0","18.6",Normal
"1535447700.0","18.0","18.6",Normal
"1535448000.0","20.0","18.8",Normal
"1535448300.0","20.0","19.0",Normal
"1535448600.0","19.0","19.0",Normal
"1535448900.0","19.0","19.2",Normal
"1535449200.0","17.0","19.0",Normal
"1535449500.0","16.0","18.2",Normal
"1535449800.0","15.0","17.2",Normal
"1535450100.0","13.0","16.0",Normal
"1535450400.0","14.0","15.0",Normal
"1535450700.0","13.0","14.2",Normal
"1535451000.0","12.0","13.4",Normal
"1535451300.0","12.0","12.8",Normal
"1535451600.0","12.0","12.6",Normal
"1535451900.0","14.0","12.6",Normal
"1535452200.0","14.0","12.8",Normal
"1535452500.0","14.0","13.2",Normal
"1535452800.0","14.0","13.6",Normal
"1535453100.0","14.0","14.0",Normal
"1535453400.0","15.0","14.2",Normal
"1535453700.0","15.0","14.4",Normal
"1535454000.0","15.0","14.6",Normal
"1535454300.0","13.0","14.4",Normal
"1535454600.0","12.0","14.0",Normal
"1535454900.0","13.0","13.6",Normal
"1535455200.0","14.0","13.4",Normal
"1535455500.0","14.0","13.2",Normal
"1535455800.0","14.0","13.4",Normal
"1535456100.0","14.0","13.8",Normal
"1535456400.0","15.0","14.2",Normal
"1535456700.0","15.0","14.4",Normal
"1535457000.0","16.0","14.8",Normal
"1535457300.0","17.0","15.4",Normal
"1535457600.0","17.0","16.0",Normal
"1535457900.0","18.0","16.6",Normal
