Dec  2 17:53:02 ip-172-31-27-153 sshd[21998]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:53:09 ip-172-31-27-153 sshd[22000]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:53:16 ip-172-31-27-153 sshd[22002]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:53:26 ip-172-31-27-153 sshd[22004]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:53:35 ip-172-31-27-153 sshd[22006]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:53:46 ip-172-31-27-153 sshd[22008]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:53:58 ip-172-31-27-153 sshd[22010]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:05 ip-172-31-27-153 sshd[22012]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:13 ip-172-31-27-153 sshd[22014]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:25 ip-172-31-27-153 sshd[22016]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:34 ip-172-31-27-153 sshd[22018]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:42 ip-172-31-27-153 sshd[22020]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:50 ip-172-31-27-153 sshd[22022]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:54:59 ip-172-31-27-153 sshd[22024]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:55:07 ip-172-31-27-153 sshd[22026]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:55:12 ip-172-31-27-153 sshd[22028]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:55:21 ip-172-31-27-153 sshd[22030]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 17:55:32 ip-172-31-27-153 sshd[22032]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:55:40 ip-172-31-27-153 sshd[22034]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:55:46 ip-172-31-27-153 sshd[22036]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:55:58 ip-172-31-27-153 sshd[22038]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:05 ip-172-31-27-153 sshd[22040]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:14 ip-172-31-27-153 sshd[22042]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:24 ip-172-31-27-153 sshd[22044]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:31 ip-172-31-27-153 sshd[22046]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:39 ip-172-31-27-153 sshd[22048]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:50 ip-172-31-27-153 sshd[22050]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:56:57 ip-172-31-27-153 sshd[22052]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:57:09 ip-172-31-27-153 sshd[22054]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:57:16 ip-172-31-27-153 sshd[22056]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:57:25 ip-172-31-27-153 sshd[22058]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:57:33 ip-172-31-27-153 sshd[22060]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:57:41 ip-172-31-27-153 sshd[22062]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:57:51 ip-172-31-27-153 sshd[22064]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:58:02 ip-172-31-27-153 sshd[22067]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:58:13 ip-172-31-27-153 sshd[22069]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:58:20 ip-172-31-27-153 sshd[22071]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:58:33 ip-172-31-27-153 sshd[22073]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:58:40 ip-172-31-27-153 sshd[22075]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:58:51 ip-172-31-27-153 sshd[22077]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:59:02 ip-172-31-27-153 sshd[22079]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:59:10 ip-172-31-27-153 sshd[22081]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:59:21 ip-172-31-27-153 sshd[22083]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 17:59:32 ip-172-31-27-153 sshd[22085]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:59:41 ip-172-31-27-153 sshd[22087]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:59:49 ip-172-31-27-153 sshd[22089]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 17:59:57 ip-172-31-27-153 sshd[22091]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:00:08 ip-172-31-27-153 sshd[22093]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:00:19 ip-172-31-27-153 sshd[22095]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:00:26 ip-172-31-27-153 sshd[22097]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:00:36 ip-172-31-27-153 sshd[22099]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:00:44 ip-172-31-27-153 sshd[22101]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:00:53 ip-172-31-27-153 sshd[22103]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:01:05 ip-172-31-27-153 sshd[22105]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:01:12 ip-172-31-27-153 sshd[22107]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:01:24 ip-172-31-27-153 sshd[22109]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:01:32 ip-172-31-27-153 sshd[22111]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:01:43 ip-172-31-27-153 sshd[22113]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:01:55 ip-172-31-27-153 sshd[22115]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:04 ip-172-31-27-153 sshd[22117]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:15 ip-172-31-27-153 sshd[22119]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:26 ip-172-31-27-153 sshd[22121]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:34 ip-172-31-27-153 sshd[22123]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:44 ip-172-31-27-153 sshd[22125]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:52 ip-172-31-27-153 sshd[22128]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:02:59 ip-172-31-27-153 sshd[22130]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:03:06 ip-172-31-27-153 sshd[22132]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:03:18 ip-172-31-27-153 sshd[22134]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:03:26 ip-172-31-27-153 sshd[22136]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:03:32 ip-172-31-27-153 sshd[22138]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:03:41 ip-172-31-27-153 sshd[22140]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:03:53 ip-172-31-27-153 sshd[22142]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:04:01 ip-172-31-27-153 sshd[22144]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:04:12 ip-172-31-27-153 sshd[22146]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:04:19 ip-172-31-27-153 sshd[22148]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:04:30 ip-172-31-27-153 sshd[22150]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:04:38 ip-172-31-27-153 sshd[22152]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:04:50 ip-172-31-27-153 sshd[22154]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:05:01 ip-172-31-27-153 sshd[22156]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:05:12 ip-172-31-27-153 sshd[22158]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:05:24 ip-172-31-27-153 sshd[22160]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:05:35 ip-172-31-27-153 sshd[22162]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:05:45 ip-172-31-27-153 sshd[22164]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:05:56 ip-172-31-27-153 sshd[22166]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:06:08 ip-172-31-27-153 sshd[22168]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:06:15 ip-172-31-27-153 sshd[22170]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:06:26 ip-172-31-27-153 sshd[22172]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:06:38 ip-172-31-27-153 sshd[22174]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:06:48 ip-172-31-27-153 sshd[22176]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:06:58 ip-172-31-27-153 sshd[22178]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:07:06 ip-172-31-27-153 sshd[22180]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:07:12 ip-172-31-27-153 sshd[22182]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:07:24 ip-172-31-27-153 sshd[22184]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:07:31 ip-172-31-27-153 sshd[22186]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:07:42 ip-172-31-27-153 sshd[22188]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:07:50 ip-172-31-27-153 sshd[22190]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:08:01 ip-172-31-27-153 sshd[22193]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:08:09 ip-172-31-27-153 sshd[22195]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:08:19 ip-172-31-27-153 sshd[22197]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:08:30 ip-172-31-27-153 sshd[22199]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:08:42 ip-172-31-27-153 sshd[22201]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:08:50 ip-172-31-27-153 sshd[22203]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:08:57 ip-172-31-27-153 sshd[22205]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:09:07 ip-172-31-27-153 sshd[22207]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:09:17 ip-172-31-27-153 sshd[22209]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:09:26 ip-172-31-27-153 sshd[22211]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:09:39 ip-172-31-27-153 sshd[22213]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:09:50 ip-172-31-27-153 sshd[22215]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:10:02 ip-172-31-27-153 sshd[22217]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:10:10 ip-172-31-27-153 sshd[22219]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:10:21 ip-172-31-27-153 sshd[22221]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:10:29 ip-172-31-27-153 sshd[22223]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:10:37 ip-172-31-27-153 sshd[22225]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:10:45 ip-172-31-27-153 sshd[22227]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:10:54 ip-172-31-27-153 sshd[22229]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:11:05 ip-172-31-27-153 sshd[22231]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:11:12 ip-172-31-27-153 sshd[22233]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:11:24 ip-172-31-27-153 sshd[22235]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:11:32 ip-172-31-27-153 sshd[22237]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:11:44 ip-172-31-27-153 sshd[22239]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:11:55 ip-172-31-27-153 sshd[22241]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:05 ip-172-31-27-153 sshd[22243]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:13 ip-172-31-27-153 sshd[22245]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:22 ip-172-31-27-153 sshd[22247]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:29 ip-172-31-27-153 sshd[22249]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:41 ip-172-31-27-153 sshd[22251]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:50 ip-172-31-27-153 sshd[22253]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:12:59 ip-172-31-27-153 sshd[22256]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:13:08 ip-172-31-27-153 sshd[22258]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:13:19 ip-172-31-27-153 sshd[22260]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:13:28 ip-172-31-27-153 sshd[22263]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:13:37 ip-172-31-27-153 sshd[22265]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:13:47 ip-172-31-27-153 sshd[22277]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:13:58 ip-172-31-27-153 sshd[22279]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:14:10 ip-172-31-27-153 sshd[22281]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:14:18 ip-172-31-27-153 sshd[22283]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:14:29 ip-172-31-27-153 sshd[22285]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:14:41 ip-172-31-27-153 sshd[22287]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:14:49 ip-172-31-27-153 sshd[22289]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:14:55 ip-172-31-27-153 sshd[22291]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:15:07 ip-172-31-27-153 sshd[22293]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:15:18 ip-172-31-27-153 sshd[22295]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:15:28 ip-172-31-27-153 sshd[22297]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:15:39 ip-172-31-27-153 sshd[22299]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:15:47 ip-172-31-27-153 sshd[22301]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:15:55 ip-172-31-27-153 sshd[22303]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:16:04 ip-172-31-27-153 sshd[22305]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:16:14 ip-172-31-27-153 sshd[22307]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:16:24 ip-172-31-27-153 sshd[22309]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:16:35 ip-172-31-27-153 sshd[22311]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:16:42 ip-172-31-27-153 sshd[22313]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:16:54 ip-172-31-27-153 sshd[22315]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:17:01 ip-172-31-27-153 CRON[22319]: pam_unix(cron:session): session opened for user root by (uid=0)
Dec  2 18:17:01 ip-172-31-27-153 CRON[22319]: pam_unix(cron:session): session closed for user root
Dec  2 18:17:01 ip-172-31-27-153 sshd[22317]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:17:11 ip-172-31-27-153 sshd[22322]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:17:20 ip-172-31-27-153 sshd[22324]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:17:31 ip-172-31-27-153 sshd[22326]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:17:43 ip-172-31-27-153 sshd[22328]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:17:51 ip-172-31-27-153 sshd[22330]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:18:00 ip-172-31-27-153 sshd[22333]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:18:11 ip-172-31-27-153 sshd[22335]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:18:23 ip-172-31-27-153 sshd[22337]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:18:31 ip-172-31-27-153 sshd[22339]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:18:40 ip-172-31-27-153 sshd[22341]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:18:51 ip-172-31-27-153 sshd[22343]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:02 ip-172-31-27-153 sshd[22345]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:09 ip-172-31-27-153 sshd[22347]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:21 ip-172-31-27-153 sshd[22349]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:27 ip-172-31-27-153 sshd[22351]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:35 ip-172-31-27-153 sshd[22353]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:42 ip-172-31-27-153 sshd[22355]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:19:53 ip-172-31-27-153 sshd[22357]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:20:03 ip-172-31-27-153 sshd[22359]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:20:15 ip-172-31-27-153 sshd[22361]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:20:26 ip-172-31-27-153 sshd[22363]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:20:35 ip-172-31-27-153 sshd[22365]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:20:46 ip-172-31-27-153 sshd[22367]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:20:58 ip-172-31-27-153 sshd[22369]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:21:06 ip-172-31-27-153 sshd[22371]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:21:13 ip-172-31-27-153 sshd[22373]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:21:24 ip-172-31-27-153 sshd[22375]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:21:35 ip-172-31-27-153 sshd[22377]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:21:41 ip-172-31-27-153 sshd[22379]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:21:51 ip-172-31-27-153 sshd[22381]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:22:00 ip-172-31-27-153 sshd[22383]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:22:11 ip-172-31-27-153 sshd[22385]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:22:18 ip-172-31-27-153 sshd[22387]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:22:29 ip-172-31-27-153 sshd[22389]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:22:41 ip-172-31-27-153 sshd[22391]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:22:51 ip-172-31-27-153 sshd[22393]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:22:57 ip-172-31-27-153 sshd[22396]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:05 ip-172-31-27-153 sshd[22398]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:14 ip-172-31-27-153 sshd[22400]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:22 ip-172-31-27-153 sshd[22402]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:33 ip-172-31-27-153 sshd[22404]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:43 ip-172-31-27-153 sshd[22406]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:50 ip-172-31-27-153 sshd[22408]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:23:57 ip-172-31-27-153 sshd[22410]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:24:08 ip-172-31-27-153 sshd[22412]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:24:19 ip-172-31-27-153 sshd[22414]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:24:23 ip-172-31-27-153 sshd[22416]: Connection closed by 117.41.187.201 [preauth]
Dec  2 18:24:31 ip-172-31-27-153 sshd[22418]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:24:40 ip-172-31-27-153 sshd[22420]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:24:49 ip-172-31-27-153 sshd[22422]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:24:58 ip-172-31-27-153 sshd[22424]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:25:07 ip-172-31-27-153 sshd[22426]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:25:13 ip-172-31-27-153 sshd[22428]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:25:25 ip-172-31-27-153 sshd[22430]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:25:33 ip-172-31-27-153 sshd[22432]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:25:40 ip-172-31-27-153 sshd[22434]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:25:49 ip-172-31-27-153 sshd[22436]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:25:57 ip-172-31-27-153 sshd[22438]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:26:03 ip-172-31-27-153 sshd[22440]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:26:15 ip-172-31-27-153 sshd[22442]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:26:21 ip-172-31-27-153 sshd[22444]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:26:29 ip-172-31-27-153 sshd[22446]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:26:41 ip-172-31-27-153 sshd[22448]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:26:52 ip-172-31-27-153 sshd[22450]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:27:01 ip-172-31-27-153 sshd[22452]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:27:08 ip-172-31-27-153 sshd[22454]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:27:19 ip-172-31-27-153 sshd[22456]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:27:28 ip-172-31-27-153 sshd[22458]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 18:27:37 ip-172-31-27-153 sshd[22460]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:27:48 ip-172-31-27-153 sshd[22462]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:28:00 ip-172-31-27-153 sshd[22465]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 18:28:09 ip-172-31-27-153 sshd[22467]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
